,elementId,processId,concept:name,lifecycle:transition,time:timestamp,case:concept:name,case:LogType,resourceId,org:resource,resourceCost
2063,Activity_1hsmk9h,Process_1,Task E,complete,2023-06-14 12:38:28.638,209,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000005,15.550283333333335
2064,Event_00yphyp,Process_1,EVENT 7 END,assign,2023-06-14 12:38:28.638,209,MXML.EnactmentLog,,,
2065,Event_00yphyp,Process_1,EVENT 7 END,start,2023-06-14 12:38:28.638,209,MXML.EnactmentLog,,,
2066,Event_00yphyp,Process_1,EVENT 7 END,complete,2023-06-14 12:38:28.638,209,MXML.EnactmentLog,,,
2067,StartEvent_1,Process_1,EVENT 1 START,assign,2023-06-08 13:58:09.031,30,MXML.EnactmentLog,,,
2068,StartEvent_1,Process_1,EVENT 1 START,start,2023-06-08 13:58:09.031,30,MXML.EnactmentLog,,,
2069,StartEvent_1,Process_1,EVENT 1 START,complete,2023-06-08 13:58:09.031,30,MXML.EnactmentLog,,,
2070,Activity_10i2g12,Process_1,Task A,assign,2023-06-08 13:58:09.031,30,MXML.EnactmentLog,,,
2071,Activity_10i2g12,Process_1,Task A,start,2023-06-08 13:58:09.031,30,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000005,
2072,Activity_10i2g12,Process_1,Task A,complete,2023-06-08 14:01:47.985,30,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000005,3.041027777777778
2073,Activity_0noog4x,Process_1,Task B,assign,2023-06-08 14:01:47.985,30,MXML.EnactmentLog,,,
2074,Activity_0noog4x,Process_1,Task B,start,2023-06-08 14:01:47.985,30,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000005,
2075,Activity_0noog4x,Process_1,Task B,complete,2023-06-08 14:02:46.454,30,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000005,0.9744833333333333
2076,Activity_08imrmf,Process_1,Task C,assign,2023-06-08 14:02:46.454,30,MXML.EnactmentLog,,,
2077,Activity_08imrmf,Process_1,Task C,start,2023-06-08 14:02:46.454,30,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000006,
2078,Activity_08imrmf,Process_1,Task C,complete,2023-06-08 14:06:34.799,30,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000006,3.1714583333333333
2079,Activity_1hsmk9h,Process_1,Task E,assign,2023-06-08 14:06:34.799,30,MXML.EnactmentLog,,,
2080,Activity_1hsmk9h,Process_1,Task E,start,2023-06-08 14:06:34.799,30,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000004,
2081,Activity_1hsmk9h,Process_1,Task E,complete,2023-06-08 14:09:05.875,30,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000004,2.517933333333333
2082,Event_00yphyp,Process_1,EVENT 7 END,assign,2023-06-08 14:09:05.875,30,MXML.EnactmentLog,,,
2083,Event_00yphyp,Process_1,EVENT 7 END,start,2023-06-08 14:09:05.875,30,MXML.EnactmentLog,,,
2084,Event_00yphyp,Process_1,EVENT 7 END,complete,2023-06-08 14:09:05.875,30,MXML.EnactmentLog,,,
2085,StartEvent_1,Process_1,EVENT 1 START,assign,2023-06-16 09:23:35.192,288,MXML.EnactmentLog,,,
2086,StartEvent_1,Process_1,EVENT 1 START,start,2023-06-16 09:23:35.192,288,MXML.EnactmentLog,,,
2087,StartEvent_1,Process_1,EVENT 1 START,complete,2023-06-16 09:23:35.192,288,MXML.EnactmentLog,,,
2088,Activity_10i2g12,Process_1,Task A,assign,2023-06-16 09:23:35.192,288,MXML.EnactmentLog,,,
2089,Activity_10i2g12,Process_1,Task A,start,2023-06-16 09:23:35.192,288,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000012,
2090,Activity_10i2g12,Process_1,Task A,complete,2023-06-16 09:28:09.760,288,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000012,3.8134444444444444
2091,Activity_0noog4x,Process_1,Task B,assign,2023-06-16 09:28:09.760,288,MXML.EnactmentLog,,,
2092,Activity_0noog4x,Process_1,Task B,start,2023-06-16 09:28:09.760,288,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000001,
2093,Activity_0noog4x,Process_1,Task B,complete,2023-06-16 09:31:21.497,288,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000001,3.1956166666666665
2094,Activity_1df8of5,Process_1,Task D,assign,2023-06-16 09:31:21.497,288,MXML.EnactmentLog,,,
2095,Activity_1df8of5,Process_1,Task D,start,2023-06-16 09:31:21.497,288,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000008,
2096,Activity_1df8of5,Process_1,Task D,complete,2023-06-16 09:41:57.884,288,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000008,10.606449999999999
2097,Activity_1hsmk9h,Process_1,Task E,assign,2023-06-16 09:41:57.884,288,MXML.EnactmentLog,,,
2098,Activity_1hsmk9h,Process_1,Task E,start,2023-06-16 09:41:57.884,288,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000004,
2099,Activity_1hsmk9h,Process_1,Task E,complete,2023-06-16 09:46:10.219,288,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000004,4.205583333333333
2100,Event_00yphyp,Process_1,EVENT 7 END,assign,2023-06-16 09:46:10.219,288,MXML.EnactmentLog,,,
2101,Event_00yphyp,Process_1,EVENT 7 END,start,2023-06-16 09:46:10.219,288,MXML.EnactmentLog,,,
2102,Event_00yphyp,Process_1,EVENT 7 END,complete,2023-06-16 09:46:10.219,288,MXML.EnactmentLog,,,
2103,StartEvent_1,Process_1,EVENT 1 START,assign,2023-06-08 09:49:18.687,5,MXML.EnactmentLog,,,
2104,StartEvent_1,Process_1,EVENT 1 START,start,2023-06-08 09:49:18.687,5,MXML.EnactmentLog,,,
2105,StartEvent_1,Process_1,EVENT 1 START,complete,2023-06-08 09:49:18.687,5,MXML.EnactmentLog,,,
2106,Activity_10i2g12,Process_1,Task A,assign,2023-06-08 09:49:18.687,5,MXML.EnactmentLog,,,
2107,Activity_10i2g12,Process_1,Task A,start,2023-06-08 09:49:18.687,5,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000008,
2108,Activity_10i2g12,Process_1,Task A,complete,2023-06-08 09:54:55.001,5,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000008,4.671027777777778
2109,Activity_0noog4x,Process_1,Task B,assign,2023-06-08 09:54:55.001,5,MXML.EnactmentLog,,,
2110,Activity_0noog4x,Process_1,Task B,start,2023-06-08 09:54:55.001,5,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000007,
2111,Activity_0noog4x,Process_1,Task B,complete,2023-06-08 10:04:02.714,5,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000007,9.128549999999999
2112,Activity_1df8of5,Process_1,Task D,assign,2023-06-08 10:04:02.714,5,MXML.EnactmentLog,,,
2113,Activity_1df8of5,Process_1,Task D,start,2023-06-08 10:04:02.714,5,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000004,
2114,Activity_1df8of5,Process_1,Task D,complete,2023-06-08 10:25:22.576,5,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000004,21.331033333333334
2115,Activity_1hsmk9h,Process_1,Task E,assign,2023-06-08 10:25:22.576,5,MXML.EnactmentLog,,,
2116,Activity_1hsmk9h,Process_1,Task E,start,2023-06-08 10:25:22.576,5,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000002,
2117,Activity_1hsmk9h,Process_1,Task E,complete,2023-06-08 10:25:38.047,5,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000002,0.25785
2118,Event_00yphyp,Process_1,EVENT 7 END,assign,2023-06-08 10:25:38.047,5,MXML.EnactmentLog,,,
2119,Event_00yphyp,Process_1,EVENT 7 END,start,2023-06-08 10:25:38.047,5,MXML.EnactmentLog,,,
2120,Event_00yphyp,Process_1,EVENT 7 END,complete,2023-06-08 10:25:38.047,5,MXML.EnactmentLog,,,
2121,StartEvent_1,Process_1,EVENT 1 START,assign,2023-06-09 16:42:50.953,93,MXML.EnactmentLog,,,
2122,StartEvent_1,Process_1,EVENT 1 START,start,2023-06-09 16:42:50.953,93,MXML.EnactmentLog,,,
2123,StartEvent_1,Process_1,EVENT 1 START,complete,2023-06-09 16:42:50.953,93,MXML.EnactmentLog,,,
2124,Activity_10i2g12,Process_1,Task A,assign,2023-06-09 16:42:50.953,93,MXML.EnactmentLog,,,
2125,Activity_10i2g12,Process_1,Task A,start,2023-06-09 16:42:50.953,93,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000003,
2126,Activity_10i2g12,Process_1,Task A,complete,2023-06-09 16:46:17.697,93,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000003,2.8714444444444447
2127,Activity_0noog4x,Process_1,Task B,assign,2023-06-09 16:46:17.697,93,MXML.EnactmentLog,,,
2128,Activity_0noog4x,Process_1,Task B,start,2023-06-09 16:46:17.697,93,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000002,
2129,Activity_0noog4x,Process_1,Task B,complete,2023-06-09 16:47:39.278,93,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000002,1.3596833333333336
2130,Activity_08imrmf,Process_1,Task C,assign,2023-06-09 16:47:39.278,93,MXML.EnactmentLog,,,
2131,Activity_08imrmf,Process_1,Task C,start,2023-06-09 16:47:39.278,93,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000004,
2132,Activity_08imrmf,Process_1,Task C,complete,2023-06-09 16:51:23.836,93,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000004,3.118861111111111
2133,Activity_1hsmk9h,Process_1,Task E,assign,2023-06-09 16:51:23.836,93,MXML.EnactmentLog,,,
2134,Activity_1hsmk9h,Process_1,Task E,start,2023-06-09 16:51:23.836,93,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000003,
2135,Activity_1hsmk9h,Process_1,Task E,complete,2023-06-09 16:53:14.843,93,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000003,1.8501166666666666
2136,Event_00yphyp,Process_1,EVENT 7 END,assign,2023-06-09 16:53:14.843,93,MXML.EnactmentLog,,,
2137,Event_00yphyp,Process_1,EVENT 7 END,start,2023-06-09 16:53:14.843,93,MXML.EnactmentLog,,,
2138,Event_00yphyp,Process_1,EVENT 7 END,complete,2023-06-09 16:53:14.843,93,MXML.EnactmentLog,,,
2139,StartEvent_1,Process_1,EVENT 1 START,assign,2023-06-16 15:05:47.337,322,MXML.EnactmentLog,,,
2140,StartEvent_1,Process_1,EVENT 1 START,start,2023-06-16 15:05:47.337,322,MXML.EnactmentLog,,,
2141,StartEvent_1,Process_1,EVENT 1 START,complete,2023-06-16 15:05:47.337,322,MXML.EnactmentLog,,,
2142,Activity_10i2g12,Process_1,Task A,assign,2023-06-16 15:05:47.337,322,MXML.EnactmentLog,,,
2143,Activity_10i2g12,Process_1,Task A,start,2023-06-16 15:05:47.337,322,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000007,
2144,Activity_10i2g12,Process_1,Task A,complete,2023-06-16 15:09:49.656,322,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000007,3.365541666666666
2145,Activity_0noog4x,Process_1,Task B,assign,2023-06-16 15:09:49.656,322,MXML.EnactmentLog,,,
2146,Activity_0noog4x,Process_1,Task B,start,2023-06-16 15:09:49.656,322,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000008,
2147,Activity_0noog4x,Process_1,Task B,complete,2023-06-16 15:13:52.453,322,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000008,4.046616666666667
2148,Activity_1df8of5,Process_1,Task D,assign,2023-06-16 15:13:52.453,322,MXML.EnactmentLog,,,
2149,Activity_08imrmf,Process_1,Task C,assign,2023-06-16 15:13:52.453,322,MXML.EnactmentLog,,,
2150,Activity_1df8of5,Process_1,Task D,start,2023-06-16 15:13:52.453,322,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000007,
2151,Activity_08imrmf,Process_1,Task C,start,2023-06-16 15:13:52.453,322,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000006,
2152,Activity_1df8of5,Process_1,Task D,complete,2023-06-16 15:15:23.172,322,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000007,1.5119833333333332
2153,Activity_08imrmf,Process_1,Task C,complete,2023-06-16 15:19:05.245,322,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000006,4.344333333333333
2154,Activity_1hsmk9h,Process_1,Task E,assign,2023-06-16 15:19:05.245,322,MXML.EnactmentLog,,,
2155,Activity_1hsmk9h,Process_1,Task E,start,2023-06-16 15:19:05.245,322,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000004,
2156,Activity_1hsmk9h,Process_1,Task E,complete,2023-06-16 15:30:16.227,322,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000004,11.183033333333332
2157,Event_00yphyp,Process_1,EVENT 7 END,assign,2023-06-16 15:30:16.227,322,MXML.EnactmentLog,,,
2158,Event_00yphyp,Process_1,EVENT 7 END,start,2023-06-16 15:30:16.227,322,MXML.EnactmentLog,,,
2159,Event_00yphyp,Process_1,EVENT 7 END,complete,2023-06-16 15:30:16.227,322,MXML.EnactmentLog,,,
2160,StartEvent_1,Process_1,EVENT 1 START,assign,2023-06-14 14:20:27.234,222,MXML.EnactmentLog,,,
2161,StartEvent_1,Process_1,EVENT 1 START,start,2023-06-14 14:20:27.234,222,MXML.EnactmentLog,,,
2162,StartEvent_1,Process_1,EVENT 1 START,complete,2023-06-14 14:20:27.234,222,MXML.EnactmentLog,,,
2163,Activity_10i2g12,Process_1,Task A,assign,2023-06-14 14:20:27.234,222,MXML.EnactmentLog,,,
2164,Activity_10i2g12,Process_1,Task A,start,2023-06-14 14:20:27.234,222,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000012,
2165,Activity_10i2g12,Process_1,Task A,complete,2023-06-14 14:24:48.947,222,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000012,3.634902777777778
2166,Activity_0noog4x,Process_1,Task B,assign,2023-06-14 14:24:48.947,222,MXML.EnactmentLog,,,
2167,Activity_0noog4x,Process_1,Task B,start,2023-06-14 14:24:48.947,222,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000007,
2168,Activity_0noog4x,Process_1,Task B,complete,2023-06-14 14:43:33.624,222,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000007,18.744616666666666
2169,Activity_1df8of5,Process_1,Task D,assign,2023-06-14 14:43:33.624,222,MXML.EnactmentLog,,,
2170,Activity_08imrmf,Process_1,Task C,assign,2023-06-14 14:43:33.624,222,MXML.EnactmentLog,,,
2171,Activity_1df8of5,Process_1,Task D,start,2023-06-14 14:43:33.624,222,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000003,
2172,Activity_08imrmf,Process_1,Task C,start,2023-06-14 14:43:33.624,222,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000017,
2173,Activity_1df8of5,Process_1,Task D,complete,2023-06-14 14:45:26.989,222,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000003,1.8894166666666665
2174,Activity_08imrmf,Process_1,Task C,complete,2023-06-14 14:47:26.127,222,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000017,3.2292083333333332
2175,Activity_1hsmk9h,Process_1,Task E,assign,2023-06-14 14:47:26.127,222,MXML.EnactmentLog,,,
2176,Activity_1hsmk9h,Process_1,Task E,start,2023-06-14 14:47:26.127,222,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000002,
2177,Activity_1hsmk9h,Process_1,Task E,complete,2023-06-14 14:56:04.475,222,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000002,8.639133333333332
2178,Event_00yphyp,Process_1,EVENT 7 END,assign,2023-06-14 14:56:04.475,222,MXML.EnactmentLog,,,
2179,Event_00yphyp,Process_1,EVENT 7 END,start,2023-06-14 14:56:04.475,222,MXML.EnactmentLog,,,
2180,Event_00yphyp,Process_1,EVENT 7 END,complete,2023-06-14 14:56:04.475,222,MXML.EnactmentLog,,,
2181,StartEvent_1,Process_1,EVENT 1 START,assign,2023-06-14 11:56:45.933,208,MXML.EnactmentLog,,,
2182,StartEvent_1,Process_1,EVENT 1 START,start,2023-06-14 11:56:45.933,208,MXML.EnactmentLog,,,
2183,StartEvent_1,Process_1,EVENT 1 START,complete,2023-06-14 11:56:45.933,208,MXML.EnactmentLog,,,
2184,Activity_10i2g12,Process_1,Task A,assign,2023-06-14 11:56:45.933,208,MXML.EnactmentLog,,,
2185,Activity_10i2g12,Process_1,Task A,start,2023-06-14 11:56:45.933,208,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000015,
2186,Activity_10i2g12,Process_1,Task A,complete,2023-06-14 12:00:33.188,208,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000015,3.1563194444444442
2187,Activity_0noog4x,Process_1,Task B,assign,2023-06-14 12:00:33.188,208,MXML.EnactmentLog,,,
2188,Activity_0noog4x,Process_1,Task B,start,2023-06-14 12:00:33.188,208,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000001,
2189,Activity_0noog4x,Process_1,Task B,complete,2023-06-14 12:15:08.134,208,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000001,14.582433333333334
2190,Activity_1df8of5,Process_1,Task D,assign,2023-06-14 12:15:08.134,208,MXML.EnactmentLog,,,
2191,Activity_1df8of5,Process_1,Task D,start,2023-06-14 12:15:08.134,208,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000002,
2192,Activity_1df8of5,Process_1,Task D,complete,2023-06-14 12:24:25.260,208,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000002,9.285433333333332
2193,Activity_1hsmk9h,Process_1,Task E,assign,2023-06-14 12:24:25.260,208,MXML.EnactmentLog,,,
2194,Activity_1hsmk9h,Process_1,Task E,start,2023-06-14 12:24:25.260,208,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000007,
2195,Activity_1hsmk9h,Process_1,Task E,complete,2023-06-14 12:38:15.577,208,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000007,13.838616666666669
2196,Event_00yphyp,Process_1,EVENT 7 END,assign,2023-06-14 12:38:15.577,208,MXML.EnactmentLog,,,
2197,Event_00yphyp,Process_1,EVENT 7 END,start,2023-06-14 12:38:15.577,208,MXML.EnactmentLog,,,
2198,Event_00yphyp,Process_1,EVENT 7 END,complete,2023-06-14 12:38:15.577,208,MXML.EnactmentLog,,,
2199,StartEvent_1,Process_1,EVENT 1 START,assign,2023-06-08 15:11:04.660,37,MXML.EnactmentLog,,,
2200,StartEvent_1,Process_1,EVENT 1 START,start,2023-06-08 15:11:04.660,37,MXML.EnactmentLog,,,
2201,StartEvent_1,Process_1,EVENT 1 START,complete,2023-06-08 15:11:04.660,37,MXML.EnactmentLog,,,
2202,Activity_10i2g12,Process_1,Task A,assign,2023-06-08 15:11:04.660,37,MXML.EnactmentLog,,,
2203,Activity_10i2g12,Process_1,Task A,start,2023-06-08 15:11:04.660,37,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000018,
2204,Activity_10i2g12,Process_1,Task A,complete,2023-06-08 15:15:28.761,37,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000018,3.6680694444444444
2205,Activity_0noog4x,Process_1,Task B,assign,2023-06-08 15:15:28.761,37,MXML.EnactmentLog,,,
2206,Activity_0noog4x,Process_1,Task B,start,2023-06-08 15:15:28.761,37,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000007,
2207,Activity_0noog4x,Process_1,Task B,complete,2023-06-08 15:29:35.258,37,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000007,14.108283333333333
2208,Activity_1df8of5,Process_1,Task D,assign,2023-06-08 15:29:35.258,37,MXML.EnactmentLog,,,
2209,Activity_1df8of5,Process_1,Task D,start,2023-06-08 15:29:35.258,37,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000004,
2210,Activity_1df8of5,Process_1,Task D,complete,2023-06-08 15:44:15.233,37,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000004,14.66625
2211,Activity_1hsmk9h,Process_1,Task E,assign,2023-06-08 15:44:15.233,37,MXML.EnactmentLog,,,
2212,Activity_1hsmk9h,Process_1,Task E,start,2023-06-08 15:44:15.233,37,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000010,
2213,Activity_1hsmk9h,Process_1,Task E,complete,2023-06-08 15:49:03.329,37,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000010,4.8016000000000005
2214,Event_00yphyp,Process_1,EVENT 7 END,assign,2023-06-08 15:49:03.329,37,MXML.EnactmentLog,,,
2215,Event_00yphyp,Process_1,EVENT 7 END,start,2023-06-08 15:49:03.329,37,MXML.EnactmentLog,,,
2216,Event_00yphyp,Process_1,EVENT 7 END,complete,2023-06-08 15:49:03.329,37,MXML.EnactmentLog,,,
2217,StartEvent_1,Process_1,EVENT 1 START,assign,2023-06-14 10:49:05.018,201,MXML.EnactmentLog,,,
2218,StartEvent_1,Process_1,EVENT 1 START,start,2023-06-14 10:49:05.018,201,MXML.EnactmentLog,,,
2219,StartEvent_1,Process_1,EVENT 1 START,complete,2023-06-14 10:49:05.018,201,MXML.EnactmentLog,,,
2220,Activity_10i2g12,Process_1,Task A,assign,2023-06-14 10:49:05.018,201,MXML.EnactmentLog,,,
2221,Activity_10i2g12,Process_1,Task A,start,2023-06-14 10:49:05.018,201,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000005,
2222,Activity_10i2g12,Process_1,Task A,complete,2023-06-14 10:53:05.943,201,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000005,3.3461805555555557
2223,Activity_0noog4x,Process_1,Task B,assign,2023-06-14 10:53:05.943,201,MXML.EnactmentLog,,,
2224,Activity_0noog4x,Process_1,Task B,start,2023-06-14 10:53:05.943,201,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000007,
2225,Activity_0noog4x,Process_1,Task B,complete,2023-06-14 10:58:23.955,201,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000007,5.3002
2226,Activity_1df8of5,Process_1,Task D,assign,2023-06-14 10:58:23.955,201,MXML.EnactmentLog,,,
2227,Activity_1df8of5,Process_1,Task D,start,2023-06-14 10:58:23.955,201,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000004,
2228,Activity_1df8of5,Process_1,Task D,complete,2023-06-14 11:10:40.344,201,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000004,12.273150000000001
2229,Activity_1hsmk9h,Process_1,Task E,assign,2023-06-14 11:10:40.344,201,MXML.EnactmentLog,,,
2230,Activity_1hsmk9h,Process_1,Task E,start,2023-06-14 11:10:40.344,201,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000009,
2231,Activity_1hsmk9h,Process_1,Task E,complete,2023-06-14 11:19:57.681,201,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000009,9.28895
2232,Event_00yphyp,Process_1,EVENT 7 END,assign,2023-06-14 11:19:57.681,201,MXML.EnactmentLog,,,
2233,Event_00yphyp,Process_1,EVENT 7 END,start,2023-06-14 11:19:57.681,201,MXML.EnactmentLog,,,
2234,Event_00yphyp,Process_1,EVENT 7 END,complete,2023-06-14 11:19:57.681,201,MXML.EnactmentLog,,,
2235,StartEvent_1,Process_1,EVENT 1 START,assign,2023-06-21 13:16:35.642,457,MXML.EnactmentLog,,,
2236,StartEvent_1,Process_1,EVENT 1 START,start,2023-06-21 13:16:35.642,457,MXML.EnactmentLog,,,
2237,StartEvent_1,Process_1,EVENT 1 START,complete,2023-06-21 13:16:35.642,457,MXML.EnactmentLog,,,
2238,Activity_10i2g12,Process_1,Task A,assign,2023-06-21 13:16:35.642,457,MXML.EnactmentLog,,,
2239,Activity_10i2g12,Process_1,Task A,start,2023-06-21 13:16:35.642,457,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000002,
2240,Activity_10i2g12,Process_1,Task A,complete,2023-06-21 13:21:44.945,457,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000002,4.295875
2241,Activity_0noog4x,Process_1,Task B,assign,2023-06-21 13:21:44.945,457,MXML.EnactmentLog,,,
2242,Activity_0noog4x,Process_1,Task B,start,2023-06-21 13:21:44.945,457,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000002,
2243,Activity_0noog4x,Process_1,Task B,complete,2023-06-21 13:24:15.219,457,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000002,2.504566666666667
2244,Activity_1df8of5,Process_1,Task D,assign,2023-06-21 13:24:15.219,457,MXML.EnactmentLog,,,
